Rank,Address,NFT_Count,Total_DOLO,Vote_Weight,Earliest_Lock_End,Latest_Lock_End,Token_IDs
2876,0x9a88e2BAB054C7cF0319959103e6F893C11Bc5DE,1,0,10.058,,,4336
2877,0x52D9A78afbAb0c9C20Ca2B1A50C727a8065f1E54,1,0,171.6343,,,4337
2878,0x0CbE1fba05102c34365a742af159EfC5a93D1a68,1,0,134.197,,,4339
2879,0x0943Cf836b5175B10e170Fa56266D6197019C06F,1,0,104.782,,,4340
2880,0x545cD587065ce3C841c3D1dAc484714748f56393,1,0,0.0,,,4341
2881,0x433749A9B501641104EC03B4A7Da9B922ccB29b0,1,0,0.0,,,4342
2882,0xe87b6CD08411f261B168D07f3d031A0203f96f41,6,0,417.1334,,,4345;16147;17070;18770;20784;21041
2883,0xdF8b970454FF568bEBa2526B2FBe455A75F84F64,2,0,18.0749,,,4347;8951
2884,0x394aA58C7A45291E36de1e4f6bBaab0D85195E86,1,0,1.4356,,,4348
2885,0x314fEe4552111345595A91c118955F5c4a31258E,1,0,10.5845,,,4353
2886,0x7862E990963405616aFD1e08cD369433A87Adb3a,1,0,178.8606,,,4354
2887,0x6701Ff9f25A77a53a336ee09455D232C6E95014B,1,0,507.2895,,,4355
2888,0x89FDCA36dD2DEc98030ACf99a9c37e5790c833E2,1,0,3.288,,,4356
2889,0xc6d102A26E8528E767586B64Dd003f95805B142b,1,0,0.0,,,4360
2890,0x38f8F38670A73632f08e5534aCDa646127BCFB91,1,0,12.8016,,,4362
2891,0xCF017F65819ce8AA3F980d5A55a913238AaB725F,1,0,3.8725,,,4364
2892,0xA62Ef2b89003eb40a9F51D674d02a7FaD6bB41dB,1,0,1.4581,,,4366
2893,0x59Eb6bD500E47347FA25170F9D6c283A4e695F70,1,0,4.8534,,,4367
2894,0xA384DA4A4d7764A0653E63B2D8956B28Bbf8d009,1,0,53.1085,,,4369
2895,0x34dE6460A9EB7E26Aabb0a997697b8553d5d5C7b,1,0,4.6172,,,4371
2896,0x33b897aFB32C688B8290C6D60215a7c55064481E,1,0,214.5846,,,4376
2897,0x41B28f2024fBf84a6F344cD79f86B497Ec3f0f29,1,0,210.4197,,,4377
2898,0x4BC4Aa1a1f43137a80136cf7A040Aae6A85F151d,4,0,317.1661,,,4379;21730;22006;23463
2899,0x79c12F1c42C087b7E0F4409365B7feE9f9246Cb1,1,0,3.1395,,,4380
2900,0x349DD66D555A26d890F6bB996ef1eAdf9f65BDd3,2,0,30.4517,,,4381;18482
2901,0xf3A477dfAB77bA5d7Ae3b37E59e171ae0e7e122c,1,0,48.6938,,,4383
2902,0x4df89D5C65D87F83E4d6f34F69160c01600f26AB,1,0,6.5528,,,4385
2903,0x75e2C68347CDBfE87aE740b382043E8279e4B053,1,0,74.1517,,,4386
2904,0xef750c1Ca825441C9Ab8368a5B1556a0273bA50f,1,0,1.0673,,,4387
2905,0x3451240579da397900e972734EF75B695a167197,1,0,0.0,,,4388
2906,0x24E5BeC76FA3D750BFA97BDBf16B377F6B13AF15,1,0,0.0,,,4389
2907,0x00abB70dCc20755466C7e9AA347E145d976C7218,1,0,39.9446,,,4390
2908,0x6d0f794503c035bA0B10E2545E59fb1c12611a78,1,0,0.0,,,4392
2909,0x51CB87Dfc5797893C0F9e4fFA18E7DF35eA78545,1,0,4506.7572,,,4393
2910,0x30224981a4b5A6e2938d0a62900F77f90A2A0c24,1,0,18.365,,,4395
2911,0x7BbeE3e3f5fc2F58bA6817676065A43d79519bAB,1,0,0.0,,,4398
2912,0x4982a5262AA018D290605c6E0C8b873e99e5091B,1,0,3.7627,,,4399
2913,0xB497df47DBa0e8ab88cc91aD522BD4e78E001575,1,0,5.8163,,,4401
2914,0x83cEf64b71eBF768B251e3D325d1b045BCbBcbbF,1,0,23.5938,,,4403
2915,0x56854cB95e4A9533E84343Ae9AB311FA171c5840,2,0,12.3871,,,4404;10053
2916,0x513E31EBcc708960B77A6EAf9b99e24125fC9308,2,0,2.3452,,,4405;15213
2917,0x3E3588fc0dCEE9Cf9d2241d6353Db5CCfd3A8e19,1,0,357.6383,,,4407
2918,0x98acFa2617C6183c170Ac2d3506ae65AF5e72240,1,0,3.0903,,,4409
2919,0x1Fd8C7AD6c65d2Ea0aB4a5915CcBBc926f0c900f,1,0,15.1996,,,4411
2920,0x6363F3dA9D28C1310C2EaBdD8e57593269F03fF8,1,0,4.5463,,,4412
2921,0x36FAacf9Aa844cFA75e29F243a8a342fb45ff8Eb,2,0,452.582,,,4413;11158
2922,0x47D574e85DF71a059Ec442cAd8DeE2224F58b0D8,1,0,6.1272,,,4415
2923,0xa2c1D28a0b32fC1DdF704226DCFbAcD784fC0750,1,0,0.7663,,,4419
2924,0xb366e2348cA1E6D46d9124E719BE8a7cF4b1dc86,1,0,46.7976,,,4421
2925,0x14883A74E3ACF2AF3fEF63a539B4bfa3cF363b69,1,0,0.0,,,4424
2926,0x3c2d62f427c3C1803f3256BF2DA572d94696c4ea,1,0,0.0,,,4425
2927,0x63fbdAC7116c11e894a32eF6599473cb83E29328,1,0,106.1112,,,4426
2928,0xB96267367C82D140B4Fa90a8213eB260D4fb989c,1,0,6.3393,,,4427
2929,0x44A2b9321f95Eb240971bA6aeA08464e3d2C3c63,1,0,18.9657,,,4431
2930,0x38A44113eB05C92D268221395270d1677b4D239F,1,0,14.2859,,,4432
2931,0x1b6cA6fd8Ca8eE16801ccC39663848eE900D3351,1,0,0.0,,,4434
2932,0x8415eF34C01B13c03f7f8748429A422500059Dd0,1,0,21.367,,,4436
2933,0xF64Ce82aEF4c488DeB8d0646debA2e91D871DC68,1,0,0.0,,,4438
2934,0x5284B794aD97Dc93cA0F6593C5bb0d7116c45D3b,1,0,0.0,,,4439
2935,0x2CE09cb3eB0Fc5684EabAEd02B71A53C58b6BD61,27,0,80443.0452,,,4441;15340;15341;15682;15970;16276;16595;16730;16734;16758;16900;16901;17627;17628;18223;18225;19727;20858;21103;21321;21397;21475;21656;21852;22061;22218;22416
2936,0xf0D79bF2a025e2Ad1585371DF8d845E43aE1dCbe,1,0,2.3605,,,4443
2937,0xFad36A7d3Ef6aA7e9f7ba744E0B476AAD504ACE5,1,0,0.5784,,,4445
2938,0x62e1Ac746A1AA894602fEa39eAD671497aa77B2b,1,0,6.3941,,,4448
2939,0x17DA487e0F57018c986EcB5224a84480B228488e,1,0,45.9541,,,4452
2940,0x65ab2aF69d1D7C96B12E527584e5d457b57206b5,1,0,8.5504,,,4453
2941,0x9e3154Cb7aEE37A3aDD33790564F22D93537d756,1,0,6.9082,,,4454
2942,0xd869D82019ebE7330c49ff162cB3C275Fae4BbF9,1,0,0.0,,,4457
2943,0x4cF75e7A17866Df32c4c47D188d1bc3322132184,1,0,0.0,,,4460
2944,0x0f1F822329449172472697a56750Bda41D9dCc83,1,0,219.5994,,,4461
2945,0x6E3F28800035DbC7357216D954fC6d58E6Dbdb85,1,0,0.0,,,4462
2946,0x71BCb66b34915fB08900dFA815D36eca03381E97,1,0,4.5275,,,4464
2947,0xff68FC091392dc0638D8D08896167f51B298C136,1,0,2.5964,,,4465
2948,0x095a7fd3014eE22B7c6E33847776d7f0E1E64733,1,0,0.1221,,,4467
2949,0xa81366d43CA9d191DD6DD3e7FA29C3932505CeB6,1,0,48.7628,,,4470
2950,0x98cfDD2C32F2337a3EA8fcFE3F878Ad397da551f,1,0,2.554,,,4471
2951,0xdC93d15DAf868F08e18d0646c62667410F1f212a,1,0,293814.6016,,,4472
2952,0xDa95131cDBe28D58a20CAaf1aab4C397a08FE2fa,1,0,2.5566,,,4476
2953,0x04Ff581a77b254138308813D776b806911245F8b,1,0,0.0,,,4477
2954,0x2C1599554dB46744cd02E6c43262FB4BbfED5273,1,0,9.2633,,,4479
2955,0x56c3Fb14F334224AfDC66959929AC9a88e9Ab2c4,1,0,95.8695,,,4480
2956,0xD7C44C18b4Ae297fd6Cbc09DEE42Fc5531E36f84,1,0,1.3077,,,4482
2957,0x7DF61E147E2518E479F01f356cC7e783e18b5858,1,0,5.0185,,,4483
2958,0x815402a89EC0Bf1BDd6dD0bd103113a5e5308669,2,0,6.4857,,,4484;9263
2959,0x7379e6927EBECe670cbA86D31c9efb8CEE11dAed,1,0,0.0,,,4485
2960,0x762a69c818EC3feB3359fCfA144014537Fc157B5,1,0,2961.2399,,,4487
2961,0xba438796508E41E3C8EF4043B31507Bd7cc82e62,1,0,0.5607,,,4488
2962,0x5395Ac18C703c23145f75D996B642C625AcB6F4a,1,0,2.6964,,,4489
2963,0x7513dC25927b5E82F33836017CAF6bC97524D447,1,0,30.217,,,4490
2964,0x7992A9275A4C13EEaFDfbb5a1f2b9Feed38DE433,1,0,439.4259,,,4491
2965,0x8b6420A06aF57BfBee235b6395f9e83FCe110293,1,0,52.6463,,,4492
2966,0xdb108Fe87e045f87F4Ddd6Cd20b0cfb67fF38272,1,0,13.5752,,,4493
2967,0xB6c504985bfBc8880Cc24b700bE4b1eD11f6E5c3,1,0,43.5295,,,4494
2968,0x1EF376Eb7D4e5BEb4119CE5BB1fF4B6E03E436B9,1,0,1.3691,,,4501
2969,0x84F4CcC36fC9d5FB1947949aE5572A33ad738667,1,0,1977.2944,,,4502
2970,0x12f8026072fa10a5796deffE7d54b9Ea42Ff9ccD,1,0,2.0719,,,4504
2971,0x66c7A12C23167f1C532943805e263405F08C8A60,1,0,60.6536,,,4505
2972,0xEd60Ca240F889c9118bB86D46b1bA445C40e7180,1,0,0.5169,,,4506
2973,0xFC961534a0A55b925dB2c5ee546c8A019c0D78d5,2,0,70.4684,,,4508;4510
2974,0x3ccD7B219252D561E3E555Da25f9dD122Af94BF1,1,0,70.3305,,,4513
2975,0x1448f1f477494d4AE9C1Aaa0F73698f32d54cECc,1,0,3.8976,,,4514
2976,0x2651A06f1F49a9E8BC86f5ac9866B6Feb918a045,1,0,22.0994,,,4515
2977,0x0441894FFeeA63766231dd2861D7a82c6496b16D,1,0,8.904,,,4518
2978,0x39cFe581b11C0093fFDd84F81221aDE8e938a359,1,0,1.1047,,,4519
2979,0x9456589b7BAcb14f7b38a7946Cb3E9bD71B5e743,1,0,12.6242,,,4521
2980,0x6374169881B121c22430852f13c1f6be1f6785F3,1,0,0.5949,,,4522
2981,0x3045F39ada0453C66c7004B86d392c5cb3D3a80C,1,0,22.9043,,,4523
2982,0xA6A65557080E47A2880d08ab442C597d3E3a6851,1,0,16.21,,,4524
2983,0xA36023C6fb821d02de6ea9926481E8CaF8d00D2b,1,0,46.2215,,,4526
2984,0x7c1B4A9a223B5AB96244E2cD96192c8328E36a6F,1,0,140.1416,,,4527
2985,0xAe0AD2947c529560763dB15Cfc26E02d21CD3353,1,0,2.8233,,,4531
2986,0xc0b961945c5832253c70bc346683F3be3F566376,2,0,11.968,,,4534;17040
2987,0x0FEb107fb92aaF95e725CEC4441E0941C5939D53,2,0,21.4363,,,4535;16116
2988,0x2A939f0e0a27a1a65D2FE392F1329235ebfb4916,1,0,0.6657,,,4537
2989,0xA98843EcDdFd00ad37f2b5EC6d7CB64aF44BBEc8,1,0,7.3271,,,4538
2990,0xcc961DDaa00d07ee98cD56fdD8f1798608Bd331f,1,0,23.2243,,,4540
2991,0x8d4Ad8f4333e66Cd131d2ad68a4ed13d768547ab,2,0,109.027,,,4541;9703
2992,0xcCc67B4874D5F8555ED752416A30b234fcE7FE83,1,0,2.9979,,,4542
2993,0xc2d5d9F466Edb657475A7bB363770387740874C9,1,0,1.763,,,4543
2994,0x3b30d44dF9Afffc07A51457E18410c4ca0F90896,1,0,1.7059,,,4545
2995,0x10367cDa35bFADC293Dd1587671E96ebeFDC1751,2,0,115.8278,,,4546;9350
2996,0xfd22dDE4BD14e5f23c66fFbabc6Cfa4490BE0267,1,0,0.6461,,,4548
2997,0x0a9Da32CabB9bBc4601aD603baF773D9739bc4a1,1,0,13.1056,,,4554
2998,0x9b4806715f64c3DB3DfBA841FCfC65Cd68429C4D,2,0,9.2453,,,4559;11572
2999,0x3D31cd4bd993cd6e5b67AC4F88A57121c2eB494D,1,0,0.0,,,4560
3000,0x08EE466BE7179e771dfDe8a8d70e4A4F79bAE11a,1,0,1.7279,,,4561
3001,0xBB8FB8fE5198f25D117C0e7B1b9C8260CB19C3C0,1,0,0.0,,,4562
3002,0xc47456378BdBA2B64517aF199f07bbca45138760,1,0,0.0,,,4564
3003,0x651817b6B7464B61C6c6Ef87dA2BC84EE0E64377,2,0,0.2266,,,4565;10436
3004,0x4A7B6032AACabAa953E0cE9C4753321a635a1193,7,0,716.2951,,,4570;4590;4600;4617;4624;8271;9232
3005,0x653eC68d4C006d0E1879cE1e81cc5a63A616AdbE,1,0,0.0,,,4576
3006,0x6ca04841046584D10D701De133450C5bD876e6Db,1,0,2.2955,,,4578
3007,0x828E32e629B887Dd4bbF388e4b42D8392023102B,1,0,1.4069,,,4580
3008,0xC41d28cE0089C9b9015D2C3672bb7486C30B77b2,1,0,22.5426,,,4581
3009,0xdF0944D413f83aBeBA6Bc23891Bc183bB9d6A77B,1,0,7437.4784,,,4582
3010,0xc47faE56f3702737B69ed615950c01217ec5C7C8,1,0,0.0,,,4585
3011,0x6aC8f5Ae64E60E73dB32cfAf15466EF7706A7126,1,0,0.0,,,4586
3012,0xD204c163F5419097BAE203998903280A61ED9CA4,1,0,27153.5839,,,4587
3013,0x8886DcA35291F05Ed5d8e21F083998EA8dcEB50f,1,0,0.0,,,4589
3014,0xA1958a37C21372482DEfF4618BAEbbeC23C9a449,1,0,1262.5978,,,4593
3015,0x3471543741904a2702e7490b000ac0C296Aa9800,1,0,446.4716,,,4595
3016,0xFBCBEd8b89efb75a86638B1ff9935fEF55813679,1,0,4.7682,,,4596
3017,0x8CbEe4b481112E44b92817b26f96918221489485,1,0,0.0,,,4597
3018,0xebCfbFcAB19b455DA0D7641c259df805DAc4A4eB,1,0,1.4396,,,4598
3019,0xc6D40943456E48EC02e671Af233c6d3d2412f447,1,0,8.3392,,,4599
3020,0xf2aF99B4946145B0cA50e242aBF4d1784E368642,1,0,0.0,,,4601
3021,0xCe8a3B66C5509E7be0f65485f95b69159DA870e4,2,0,436.0307,,,4603;17112
3022,0x59148Fa875caa3de32AF38a7F4B0adbCFC6c80f2,1,0,0.491,,,4604
3023,0xCca65ea3449566d7Cc2f6589BA126adc0c151Eb7,1,0,0.0,,,4605
3024,0x1cb8Ae4F1998f0288F395a9ac1b2b74ff1794D35,1,0,961.1821,,,4607
3025,0x009787006bc217B7e37A1F28D65e6227a494213D,1,0,0.0698,,,4608
3026,0xF49B3852419160376E19053785A3f09cF47e0e15,1,0,1804.6271,,,4611
3027,0x2De41A894aE9d7Ad8899E55911082BDD8dE0Af25,1,0,150.7397,,,4612
3028,0x44E8f6A55201d71539734C93976110bD0F7107C0,1,0,3.4016,,,4613
3029,0xB168Eb2D0cBa59D1F59fB6f74520190Ec21C192f,1,0,33.4954,,,4614
3030,0x0B1A89664970EbEb16d6a1a039017049EEa45a20,3,0,336.8971,,,4628;22869;22963
3031,0xFC7c5a4d2a7725E9751186229821C92C282F8442,1,0,0.0254,,,4631
3032,0x27Dd0E3aCeD1F2A14e0a63c91207Cb8Ace193F49,1,0,31.4798,,,4633
3033,0xB5FFb2F89ebBa286cBfF8C00129a149402F189aC,1,0,58.674,,,4635
3034,0x4f9e95822Cc6331f04d48dfb56E61c25275ab22e,1,0,6.122,,,4636
3035,0xddC944CAF256b25B820AbEf600fDBEF62A645602,1,0,19.0633,,,4639
3036,0x92cdba52De347D47d045518077f7A4D07Be304B5,1,0,4.802,,,4640
3037,0xcd2c1e27CB06317BD72034EbE670C35aD6f898c7,1,0,0.0,,,4642
3038,0xC306e5a01831F798F6C7e10b62678F2fd3E399Af,2,0,1.9458,,,4649;11669
3039,0x4717667Dd42951E5f5E38E32EaC8DFcb42ef3bf6,1,0,1.3992,,,4652
3040,0x68DFb2f2D2f4aFC37181e38d596D0d112C3Ae5f7,1,0,7.0176,,,4654
3041,0x45B5c16b74F1DaDBbf10Cc616FD9FfC4dFd80434,1,0,64.0967,,,4655
3042,0x22771aB6cff233409d253f2Aad0B4976427A4436,1,0,2.3022,,,4656
3043,0xd1BA53D016C1d2D97420f5931A04d51fE6919961,2,0,5.0935,,,4657;4659
3044,0x6a60056dC641b1F3a94449566aB6B55fC3A1d74E,2,0,11.5571,,,4658;11275
3045,0xF6Ae6A97ae4d6c0f9bb14Ae78dCbdD9015571803,2,0,1.4368,,,4660;10549
3046,0xb3467880204D2A2d5dbfF08Ee67584cDE9035253,1,0,0.0,,,4662
3047,0x9CED3bDC0e6ff65C3f072b0b5527184843Ed4eaf,1,0,156.4188,,,4663
3048,0x57fcF904efC785e098676922d406e64A4e0e7ea2,1,0,3408.5619,,,4664
3049,0x3A85580529D0c64a0Cf310bD0c2a047D7c8Cb3e8,1,0,0.0,,,4666
3050,0x857F58B6Afde4bcBe9B86409242C146F0d0dE31C,1,0,0.0,,,4669
3051,0x4474017c5f1DB43D1247C496d6a1C62756C91b53,1,0,0.0,,,4670
3052,0xE66B573930C96fc65a5b3157164454eF5B0a3994,1,0,6.5063,,,4671
3053,0x128fe3F8CaB7EC10fD354DCBD6E6A765F7A27c16,1,0,0.0,,,4673
3054,0x006e19101CAC0FA8740d6E39768e83b957c5C06C,2,0,43.4883,,,4674;9342
3055,0xbbBf3da8a3258df198E950dF7ba9bB6b383b875C,1,0,673.5312,,,4675
3056,0x529415f5BB724995b118f474f8d3585d77555290,1,0,0.0003,,,4676
3057,0xC15512cdc23eD03Bc0b72BCd7738753821Dc939a,1,0,27.1175,,,4679
3058,0x5691196ce3A332b1d47065428ABbf8efb7F889f8,1,0,95.223,,,4681
3059,0x617935C8Cd1aA35833A9dC36F0E14812460e7C53,1,0,0.0,,,4683
3060,0x4Fe67d306b4DAaC0D5915D8EDEBC461e4206190F,1,0,56.526,,,4685
3061,0x0064394D86cE083eF656CAff123A01095BB1A77a,1,0,96.3985,,,4687
3062,0xe92CF315ee043C682a6f5b62e9f94ec91088642A,1,0,0.0,,,4688
3063,0x5A5a8B626F384B1DDa0788f6b73fEFFc183A9B77,1,0,0.0,,,4691
3064,0xd2b2A8ab7a8c903501f4DB4eE45C67522a4511Ed,1,0,6382.0472,,,4692
3065,0xA41b4a0e34ABcB598CF4Ac3388910fb5fe1Fa2dC,1,0,4.902,,,4695
3066,0x53002bE371DE5f2cdaCF4188c1A57eB237DC5976,1,0,71.6511,,,4697
3067,0xa873238377D083564E022fFA0cf7C30aC94E08a8,2,0,13.3332,,,4699;10032
3068,0xD39f18Cd94806105459876b2507CABa21b21dB94,1,0,75.0684,,,4700
3069,0x65fB0ae3a14EC0f9f5c8d95A3bB5D1fd972cC8c2,2,0,2.5824,,,4702;16693
3070,0xa7e0EC12A8a5CCb7F1f37f021338FB052B041dC8,1,0,16.3869,,,4703
3071,0x0247EB3D8e69e8f930eBD634bEC77e4C8DAd7277,1,0,28.3791,,,4704
3072,0x84483fD26D4348D6fcB683FBc6cE75739d0E2322,1,0,1.2067,,,4706
3073,0x31Bd3a55c43766d134093af547F7c4dBA7E2D989,1,0,6.0987,,,4710
3074,0x8f36AF9ac22F984A7a2A8d27e9Ec945E260d555d,1,0,11.821,,,4711
3075,0x67C77C910084237a12c3378A68D164Ec5917D6d1,1,0,14.303,,,4714
3076,0x3A39899DC78b7307aCd83f51463C853Fa79E1B09,1,0,8.6487,,,4715
3077,0x7901e9c0283CB499761F818a50227382C8496049,1,0,1440.8917,,,4718
3078,0x4b1F1cDeaF0931dfa5468F2c08860d24A94e3D3A,2,0,46.4355,,,4719;9325
3079,0xaFebc163FFdFd1e19716658d68d8c50CD86fBa8f,1,0,20.5603,,,4720
3080,0xedB9B0DB26C20D32F4dd08D74fEecA1e259c32f3,2,0,2.3458,,,4721;14126
3081,0xCC20D8Fd7632c82c464e054A6386B7A208668A13,1,0,15.0905,,,4722
3082,0x0494F503912C101Bfd76b88e4F5D8A33de284d1A,1,0,8.7479,,,4723
3083,0x1014A66402Ff5b51d86a527da1dbe96343Bd9D95,2,0,20.4764,,,4727;12343
3084,0x39869F20B65675C49D2884faB2e15aC2d1C30728,2,0,204.4822,,,4732;18815
3085,0xdFAEBb929D591C89F26F179B1D07082d21ba3420,1,0,26.6993,,,4733
3086,0x0a63612d837a09eBF9771E249dF1332fCb0A18d8,1,0,1.3502,,,4734
3087,0xC72e316d149367bABe1234697e390Ed43F77D23E,1,0,87.6757,,,4735
3088,0x9175938bd63Be45B5D04c8E6fb47EA917BE38B98,1,0,25.3146,,,4737
3089,0x4345827E99b602C8D150193B75B5E682Ca46f30c,1,0,145.0981,,,4738
3090,0x13B0120ea271379ae9f385E364EFB578A649e505,1,0,12.5597,,,4739
3091,0x7c9B206ACcb51F8D809D904f439BfAaAEb904f2A,1,0,1907.7416,,,4740
3092,0xabb275c469D1f6F0fa8378B9fbcd9E039c708a8F,1,0,5.5867,,,4741
3093,0x562a003b80e63Bf307493b237Db83dc7e643E920,2,0,44.8469,,,4742;18816
3094,0x4F1d257F866DB120AD985d92298e677a5c7Dd771,1,0,56.6001,,,4744
3095,0x4F4D62767521F441A453d37fDBCc8de1c3915c8B,1,0,55.728,,,4745
3096,0xC8b7b80394B6aC6Ab03f442Bf0Fe040B4d4F4cdB,1,0,7.5311,,,4746
3097,0x9C9048F2db04a74c95001D88EdD69C9D8bC031a6,1,0,29.0252,,,4747
3098,0xEd0b36dB8E68FEbDE0C9f63c0F613f5c51f5c65b,1,0,28.0177,,,4748
3099,0x4C5FF2a58D32cB06A98a00DB4911cbEa212F5653,1,0,45.4792,,,4751
3100,0x318389568Ac86E5251F7bfA40ee714B8c71B0770,2,0,7.1392,,,4752;22115
3101,0x13eE642aC134e69e4cb9F279511895380d0d404d,1,0,63.0175,,,4753
3102,0x81489F5063c4C82F8ACf8bD8a52b694d4a6FA2fc,1,0,6.3204,,,4754
3103,0x8Cc99E021C38E68cFfbA081039B7e34733AA75A5,2,0,5.4239,,,4759;4767
3104,0x31a706db193F476A49a4c0646Cc55391Ec98B225,1,0,10.1099,,,4760
3105,0x6611aDe45F65a6FD0B38A20D448d2ba55b77f74f,1,0,56.7679,,,4761
3106,0x1f2C12E691dEd35b5F663B8f14e73922a00Ded94,1,0,190.6372,,,4764
3107,0x0F9B8C056A285dcbD95F0789F989A04FF673406a,1,0,5.606,,,4765
3108,0x9fFC8a586Ed6b46a85Fbdb91B0cED41f00C53a80,1,0,0.8757,,,4766
3109,0x30a6ad56f1141741C44F3DD874487d2aF5E901D8,1,0,1.794,,,4769
3110,0x86070222395d2035eC39d55Aaf2D93170b12bAbF,1,0,5.225,,,4771
3111,0x9e1Ce5B25b28E53EA7C02DE4e0d7c8ECE04eaa39,1,0,6.2914,,,4774
3112,0x559455E9AE1A86b0840685CF92ADDf4a5B32bCe2,1,0,4.8815,,,4776
3113,0xcc5B087283D69dB4237Da489d487140f2745fD28,1,0,197.3935,,,4777
3114,0x815bE786d0D761D943D6956bfB3CBFc535523cBd,1,0,23.5333,,,4778
3115,0x08607a205eA6F34d3facCd5FE12305c06Ad39a5F,11,0,3976.604,,,4780;5167;16494;20915;21423;21727;22065;22478;22942;23089;23304
3116,0x7e3e9fF06c96Bc921dad856F699852462D039BbB,1,0,30.0296,,,4781
3117,0x6AF0b3433e185614F2eE8a6cdB789FE1de4cCD05,1,0,0.7365,,,4782
3118,0x5EBe5223831523823528Ef0a7EdF67D288B1B070,2,0,2.116,,,4784;10506
3119,0xD0BF0aC3CA5dF7adD140a606DB70596579B3829e,1,0,0.0,,,4785
3120,0x8EeAA9069FdE5a7DAcf4154C4A00e046e05f36D6,1,0,0.0,,,4787
3121,0xd0788c420418a1E5fEBBb6c210715F36Ca885C1B,1,0,2.6769,,,4788
3122,0xB48019d3717FC62803616831230A41E18aB5fFE0,2,0,7.1185,,,4789;4808
3123,0xfb5000582e2e659a311cE7A1c0D1F0Bb6Ec0cb25,1,0,0.0,,,4790
3124,0x5488ad7A97EECa612D73e395442ec60790B4a788,1,0,0.0,,,4791
3125,0x41ad5404050247A0aF0796B8cCCB1339Fc1eD6aD,1,0,0.0,,,4793
3126,0x607D7247a18B1f2fc6F1BD54411208dBbF5f5ae5,1,0,0.0,,,4795
3127,0x41cc4Cb5ceda87D855758c5d680f435dCC3719d4,1,0,0.0,,,4796
3128,0xfc3B069b0ddbBd160438775367DF99654D0e6B1E,1,0,0.0,,,4797
3129,0x788B8b3E7063d17FB0c6dfDbf26D45b82F51c82c,1,0,0.0,,,4798
3130,0x2589253662e30a5DE052f4FE6f7B44ba408eDD6B,1,0,4.2395,,,4804
3131,0xABFF4C4e28B4E996D65068eb730235B3A9be57C3,1,0,16.5944,,,4807
3132,0xB918275BC7dE52e04E7Add911d16f4d8C4984683,1,0,97.4268,,,4809
3133,0x06F3895f4b53ff27F3EF2f1A91409F72f59a5407,1,0,2.2779,,,4810
3134,0xDdEA796A62BD4032D69a37b552219704B50AFEF9,1,0,1.306,,,4812
3135,0x1a97a5a0063d837Fd3365E71E5bDc3894e833E6d,1,0,24.8647,,,4813
3136,0xc69f099ed802590908197e7b5A7D695dA6877141,1,0,175.3451,,,4814
3137,0xF04Fdb19aC508504293FdE946AeA097E1fF6eF0b,1,0,25.0721,,,4815
3138,0xeD8477074529478064Ff1adA1BBDB85075a43b57,1,0,16.4624,,,4818
3139,0x1F5B148FABcD724b5Def4697435dC026db1f508b,1,0,0.4579,,,4819
3140,0x11F77D97B12A2b47b0Ea851DbcE41a4eDa5b7a7b,1,0,1.3266,,,4820
3141,0xb2E6294F935821C49840a0AcFfC200993b1b6FE9,1,0,2.889,,,4822
3142,0xc59365025782d5034f21E6D004c9Bc9311b426E9,1,0,0.0,,,4824
3143,0xeAae0831DFec5d3eF39907255Dfe9319bF7eaFc5,2,0,9.0808,,,4826;19312
3144,0x9fc740Aa00d619D9118303DA6a509B57e9f4806C,1,0,1.6188,,,4827
3145,0xd1942D3982946C86b65AE0F34e4CA5475351fd22,1,0,9.8914,,,4828
3146,0xE740f1991272E1D256562BAb0dc2341689020eD7,2,0,142.4054,,,4832;10519
3147,0x5d110bF98DD5E47e3F72d80B6f9Cb51f2Fc2b09B,1,0,0.0,,,4833
3148,0x68008542337dC6CDB95d83493111BbCb369fB5e4,1,0,0.3325,,,4834
3149,0x8e9462e083144CFCB02eF030e602B8e1471909fF,2,0,10.9343,,,4835;4836
3150,0x2678A49B996298DA04aDC70C271dA97e1cdeA11b,1,0,0.0,,,4838
3151,0xED32F2de7e3159F3a0fe14c13Ad7fEfBBC0D1572,1,0,0.4078,,,4839
3152,0x97518452eC958BE01457e55b96c12BC02a532945,1,0,0.0,,,4840
3153,0xf4f3476C8Ff5c862BB3716Aed660c001107E9B57,1,0,14.9092,,,4842
3154,0xD63b6969a8814fbf6EeD9bC0c306aeA4814b2f69,2,0,3.8601,,,4844;9109
3155,0x626ae4A918Baf6E26F3B3E6b7cf97eec404Ffc8b,1,0,9.055,,,4846
3156,0x556A4b19825CF5C8Bc2990d9BB2681A4F0400103,1,0,99.6482,,,4847
3157,0xd846088E0d4F97ED5E17B24d0DeD2c640e4f313C,1,0,18.3814,,,4849
3158,0xb7D57Be61EeFD6F6fa72d3DC9b323f6d097f6632,1,0,16.0523,,,4852
3159,0x207E99a1d1481ba497D5A4BFE55a52bC823bE410,1,0,213.1375,,,4853
3160,0xf66a4FE24a7e5f3f572BE7703FF3856266188848,1,0,84.916,,,4854
3161,0x330205ef6070C64E7E07886cC4f9e34AE21B0CC7,1,0,267.9435,,,4855
3162,0x663fA753C4Bec1a9b823A840A72052Fb13F1779B,1,0,1034.9208,,,4857
3163,0x6E0F57c1594CfA1AbBAE4b5C5B7a07367b368b0D,1,0,2.178,,,4858
